ID	MaternalHaploPop	PaternalHaploPop	HaploSeed
55GcR0X	MHDBP000083	MHDBP000083	1837900527
Rae2TxX	MHDBP000022	MHDBP000022	962669099
oiQnhf7	MHDBP000004	MHDBP000022	3246440399
Env9yOL	MHDBP000022	MHDBP000022	2384877722
Nlv3nEL	MHDBP000022	MHDBP000022	4207844285
gTCs1Vl	MHDBP000022	MHDBP000022	909092552
QlA88ai	MHDBP000005	MHDBP000005	4026064859
fzBz5PQ	MHDBP000022	MHDBP000022	2578396749
nqkIiW4	MHDBP000022	MHDBP000022	1446065839
rCKv3Rq	MHDBP000022	MHDBP000022	1860476131
igQjhNG	MHDBP000022	MHDBP000022	198311304
5o1BCFK	MHDBP000022	MHDBP000022	107770159
yOFtbYK	MHDBP000031	MHDBP000031	2689951668
tPELwHf	MHDBP000022	MHDBP000022	496812431
NG8xrYD	MHDBP000022	MHDBP000022	3596581419
GyOw9Bs	MHDBP000022	MHDBP000022	2009025430
Wr7Mc9k	MHDBP000022	MHDBP000022	4017462841
ldaqeML	MHDBP000022	MHDBP000022	2813763733
88LXuh0	MHDBP000042	MHDBP000042	3008470984
tdScYAa	MHDBP000022	MHDBP000022	1363943577
7HROdGg	MHDBP000022	MHDBP000022	2331791964
cIfiJnB	MHDBP000022	MHDBP000022	3982115210
c3h1KvH	MHDBP000011	MHDBP000011	2504257690
CIpQhf9	MHDBP000022	MHDBP000022	2394707824
DklClg6	MHDBP000003	MHDBP000003	1488665982
aJecYy4	MHDBP000022	MHDBP000022	36358161
lvJXSBn	MHDBP000022	MHDBP000022	1014709714
KCKPmoR	MHDBP000022	MHDBP000022	2563295447
LZx3Ie0	MHDBP000022	MHDBP000022	3529461282
8oEdnBH	MHDBP000003	MHDBP000003	1692423502
vr82Hf9	MHDBP000083	MHDBP000083	1618849068
TF6xtRu	MHDBP000042	MHDBP000042	3332322024
M5nkgzM	MHDBP000022	MHDBP000042	939949115
o72H9JD	MHDBP000022	MHDBP000022	1651980578
X51awLj	MHDBP000011	MHDBP000011	1140742931
Fa54038	MHDBP000022	MHDBP000022	237080926
UuZaSSd	MHDBP000022	MHDBP000022	2403194252
suXrIRO	MHDBP000022	MHDBP000022	2493102408
bAdBfbC	MHDBP000004	MHDBP000004	1917427133
Qek0gSp	MHDBP000022	MHDBP000022	260054853
zy7TMqr	MHDBP000022	MHDBP000022	2867810280
mXhFfuJ	MHDBP000022	MHDBP000022	1174231470
DupqYoc	MHDBP000022	MHDBP000022	1719996849
UySV3ww	MHDBP000042	MHDBP000075	4127889095
GxLVFCO	MHDBP000022	MHDBP000022	2532761096
LeesUBV	MHDBP000077	MHDBP000077	2431222005
pSuntuM	MHDBP000022	MHDBP000003	4249570432
HiKbbKl	MHDBP000003	MHDBP000003	2996099521
qFKBtnw	MHDBP000022	MHDBP000022	3552479949
o7r4fWE	MHDBP000022	MHDBP000022	2240173740
uHY0RTt	MHDBP000004	MHDBP000004	1652484378
SQKB32E	MHDBP000042	MHDBP000042	150294661
WZGoOrD	MHDBP000022	MHDBP000022	2316940600
3b1PL0p	MHDBP000022	MHDBP000022	1719128901
E4O7bK7	MHDBP000023	MHDBP000023	602347199
g4hggai	MHDBP000065	MHDBP000065	405729368
WUwIyeP	MHDBP000022	MHDBP000022	1744324298
NIAgza4	MHDBP000022	MHDBP000022	616418193
pXrQD8G	MHDBP000022	MHDBP000022	460010700
F9CUZVG	MHDBP000065	MHDBP000065	3382276733
fyq9VAO	MHDBP000022	MHDBP000022	1901592542
4uigDvW	MHDBP000022	MHDBP000022	2670041650
XXiHS2Q	MHDBP000022	MHDBP000022	776529142
C4ZnYp8	MHDBP000022	MHDBP000022	733812023
MCiUffV	MHDBP000022	MHDBP000022	2397937080
r6icnY6	MHDBP000022	MHDBP000077	2952990455
zYxdxGn	MHDBP000022	MHDBP000022	766131843
VBenFc2	MHDBP000022	MHDBP000022	4234917736
9MWi1Xn	MHDBP000022	MHDBP000022	1274494627
GkrT0Ex	MHDBP000022	MHDBP000022	2765920857
5SGcLK2	MHDBP000022	MHDBP000022	3023550000
2IUKMYP	MHDBP000003	MHDBP000075	380210571
LWLcHDS	MHDBP000022	MHDBP000004	227201944
id1vKHf	MHDBP000022	MHDBP000023	622882793
4x0nLdO	MHDBP000003	MHDBP000003	784466742
eTh6wxi	MHDBP000022	MHDBP000022	3167232906
dF4sRIG	MHDBP000022	MHDBP000022	370630752
JRvJuGn	MHDBP000083	MHDBP000022	3367759764
RtGlEET	MHDBP000022	MHDBP000022	477873687
QiinyJl	MHDBP000004	MHDBP000004	4088393424
EJgck9t	MHDBP000022	MHDBP000022	905536694
zshV9Bf	MHDBP000022	MHDBP000022	140230914
RWd83eY	MHDBP000003	MHDBP000003	3150850389
yN3oJP5	MHDBP000083	MHDBP000083	2674267385
CrUFAQZ	MHDBP000004	MHDBP000004	3410782842
eYuVHwO	MHDBP000022	MHDBP000022	3589191922
S3dH0Eu	MHDBP000033	MHDBP000033	2542003645
WaDhVQu	MHDBP000022	MHDBP000022	382760293
07uwInX	MHDBP000022	MHDBP000022	2659876608
LAAbM5m	MHDBP000022	MHDBP000004	1247696753
2JjWcLY	MHDBP000003	MHDBP000003	2451523119
0LIhICF	MHDBP000022	MHDBP000022	171617458
HHSrzYk	MHDBP000003	MHDBP000003	2854838535
IgLtywv	MHDBP000022	MHDBP000022	2827240619
5HFE1Or	MHDBP000022	MHDBP000022	116176605
u5Ej6X1	MHDBP000011	MHDBP000011	3275906229
ejhtN3g	MHDBP000022	MHDBP000022	1245175921
Gc6Hi5o	MHDBP000032	MHDBP000032	2865441445
pphB05v	MHDBP000011	MHDBP000011	702736974
3u9p5Jp	MHDBP000022	MHDBP000030	513781175
FdosACl	MHDBP000003	MHDBP000003	3295312195
WuXezef	MHDBP000004	MHDBP000004	2919560481
3IeLADA	MHDBP000022	MHDBP000005	293574081
ONSVSj8	MHDBP000022	MHDBP000022	3823491466
XRzvk8O	MHDBP000022	MHDBP000022	4240676358
qbaBZ56	MHDBP000022	MHDBP000022	539574393
iNiTxSm	MHDBP000003	MHDBP000003	596415382
M4RpVlu	MHDBP000022	MHDBP000022	2629610209
n4lkyxf	MHDBP000022	MHDBP000043	720199317
MOpEIII	MHDBP000022	MHDBP000022	3365002085
dkVFxyK	MHDBP000022	MHDBP000022	2023975773
RPIgSL1	MHDBP000004	MHDBP000004	3217828673
hFlpGNy	MHDBP000022	MHDBP000022	2206725668
rM98MxZ	MHDBP000003	MHDBP000003	2581279537
WmgGzp7	MHDBP000022	MHDBP000022	1855466805
WkV6MhP	MHDBP000083	MHDBP000083	3836109424
fILDIZZ	MHDBP000042	MHDBP000042	366132760
q3YKJFY	MHDBP000022	MHDBP000022	2178438900
J6cncFG	MHDBP000022	MHDBP000083	3396836472
aHn1VQE	MHDBP000022	MHDBP000022	1122685278
OLEwsaK	MHDBP000022	MHDBP000022	1980343616
GSZ4B0m	MHDBP000083	MHDBP000083	665394963
kRs1Ce5	MHDBP000022	MHDBP000022	274384930
i7iUBOw	MHDBP000075	MHDBP000075	3815375982
CLKXlJH	MHDBP000004	MHDBP000003	940834916
bFOSlR0	MHDBP000022	MHDBP000022	2585384484
QENfZ31	MHDBP000032	MHDBP000032	4188500999
zvhhp0u	MHDBP000022	MHDBP000022	3300817145
3PL3mV7	MHDBP000022	MHDBP000022	2938729764
LRxNRkK	MHDBP000022	MHDBP000022	4252203543
hHWt8Gw	MHDBP000022	MHDBP000022	1463032906
FigqDfS	MHDBP000022	MHDBP000022	3435699051
9LKh1qW	MHDBP000030	MHDBP000030	876773909
JhmZu8m	MHDBP000003	MHDBP000003	1211670151
FhLQYHP	MHDBP000003	MHDBP000003	2536335014
yhVIlzT	MHDBP000022	MHDBP000022	1741591186
Qm8kGlX	MHDBP000022	MHDBP000022	2957818528
G2wNwHJ	MHDBP000022	MHDBP000022	930959397
LZsRig3	MHDBP000022	MHDBP000033	2691665098
qzpxa6D	MHDBP000022	MHDBP000022	786437057
HpoRZCg	MHDBP000077	MHDBP000077	138592668
0B2iHPD	MHDBP000022	MHDBP000065	3723858689
ClKadZN	MHDBP000022	MHDBP000022	4266471461
BbcJdB0	MHDBP000022	MHDBP000022	256804183
3ZKOr9Z	MHDBP000077	MHDBP000077	1033753116
ZrFFAWc	MHDBP000022	MHDBP000022	2836746540
vVV40aF	MHDBP000022	MHDBP000022	2474756170
Q5wXTZq	MHDBP000022	MHDBP000022	1704800404
xvJHhWR	MHDBP000003	MHDBP000003	2329907479
AzOTFSD	MHDBP000022	MHDBP000022	3740249904
Gpspl03	MHDBP000077	MHDBP000004	2525193454
FZ3SoT5	MHDBP000065	MHDBP000065	2747144643
Bw5GzCI	MHDBP000022	MHDBP000022	1032324790
2VEm63N	MHDBP000022	MHDBP000022	4100034120
APv0I5q	MHDBP000003	MHDBP000003	3392274477
h1LxECx	MHDBP000083	MHDBP000083	3220619932
1jfRC9K	MHDBP000022	MHDBP000022	1429737488
zsFkcPn	MHDBP000042	MHDBP000042	2075810523
TgmHSh5	MHDBP000022	MHDBP000003	1365773801
tjoj4qO	MHDBP000022	MHDBP000022	2438362029
UG9NEYT	MHDBP000022	MHDBP000022	69081232
MaBWVsX	MHDBP000003	MHDBP000003	906561189
YLJgX9Y	MHDBP000022	MHDBP000022	964031314
IJr2daQ	MHDBP000003	MHDBP000003	1836886330
7jsfu2j	MHDBP000004	MHDBP000004	648547535
cK591gF	MHDBP000022	MHDBP000022	2584069402
ycf6pVl	MHDBP000022	MHDBP000022	4248172627
tDrotyg	MHDBP000005	MHDBP000005	2940035575
fSXGOmJ	MHDBP000022	MHDBP000022	1145777154
idO8h7M	MHDBP000022	MHDBP000022	3806864426
vrhp9Hv	MHDBP000022	MHDBP000022	247035753
ADaWUph	MHDBP000003	MHDBP000003	3617107828
CdO9FC4	MHDBP000005	MHDBP000005	315845072
q8F4eOU	MHDBP000022	MHDBP000022	2538843568
H5689Gp	MHDBP000023	MHDBP000023	1530541685
809QD7r	MHDBP000022	MHDBP000022	2381274325
K4jPgiR	MHDBP000022	MHDBP000022	2902955461
AdL3WDV	MHDBP000022	MHDBP000004	1258190480
dHmp8qe	MHDBP000022	MHDBP000022	801537815
4bbkCGv	MHDBP000022	MHDBP000022	4036512362
mdBh4Ho	MHDBP000022	MHDBP000022	3776809716
FibtG6N	MHDBP000022	MHDBP000022	2976706494
bNr6xk5	MHDBP000022	MHDBP000022	2144538139
zD384zq	MHDBP000022	MHDBP000022	3837365347
NC6W2w4	MHDBP000022	MHDBP000005	55889139
3uPRaE4	MHDBP000022	MHDBP000022	2216472980
ZuqQNbx	MHDBP000031	MHDBP000031	3629745028
MH5v7AJ	MHDBP000022	MHDBP000022	179298665
r5t7qs3	MHDBP000022	MHDBP000022	3828004383
v2TWsuK	MHDBP000004	MHDBP000030	1438066653
0hIRiZH	MHDBP000065	MHDBP000065	3558319306
nPeCN2x	MHDBP000022	MHDBP000022	721116124
8gXF9kU	MHDBP000022	MHDBP000022	3302184943
34ue3dR	MHDBP000053	MHDBP000053	1737089531
3K0das0	MHDBP000022	MHDBP000004	66177961
GE6xSnS	MHDBP000003	MHDBP000003	825906685
pKEEfaH	MHDBP000022	MHDBP000022	4249750010
uSwiwK5	MHDBP000022	MHDBP000022	2295543267
LQo6YxJ	MHDBP000022	MHDBP000022	1808259974
1tspoGh	MHDBP000075	MHDBP000075	1092563751
SL084do	MHDBP000022	MHDBP000022	2958668532
T3LnL3o	MHDBP000022	MHDBP000022	3079701299
RRz5iaQ	MHDBP000043	MHDBP000043	3141808959
Lj5aqlj	MHDBP000022	MHDBP000003	2762703751
tEsMmyY	MHDBP000022	MHDBP000022	3293769398
p1SfgH0	MHDBP000022	MHDBP000022	3439852355
MlKrGH0	MHDBP000022	MHDBP000022	3938121719
Nie6HHV	MHDBP000022	MHDBP000022	2590160373
n42bIrj	MHDBP000022	MHDBP000022	1938388458
USzcR1G	MHDBP000022	MHDBP000022	839589991
1TMoPrH	MHDBP000077	MHDBP000077	1296477829
mHfCdip	MHDBP000022	MHDBP000022	2736523391
bbdrvZA	MHDBP000022	MHDBP000022	1509720261
vabwR7c	MHDBP000022	MHDBP000022	3870731159
2TDFbR2	MHDBP000003	MHDBP000003	1103214633
bENZ6xw	MHDBP000004	MHDBP000004	305775626
kmbV6Bc	MHDBP000022	MHDBP000022	2132833268
JDbdRCm	MHDBP000022	MHDBP000022	3291408520
87GqMvG	MHDBP000022	MHDBP000022	875377020
YlNAsFz	MHDBP000022	MHDBP000022	1419038145
296NBMK	MHDBP000077	MHDBP000077	1550658659
BhYJqXN	MHDBP000022	MHDBP000033	4002081423
mqjo7zv	MHDBP000004	MHDBP000004	3881447886
B90zVMf	MHDBP000043	MHDBP000023	1692655232
wRRTzz1	MHDBP000042	MHDBP000042	4271966149
TT0Mlb2	MHDBP000042	MHDBP000042	1814613428
qjqv2Bh	MHDBP000022	MHDBP000022	894876038
zSewmvW	MHDBP000011	MHDBP000011	2640604054
XML9bmb	MHDBP000022	MHDBP000022	2609533235
SsjgbjW	MHDBP000011	MHDBP000022	972483061
NoWF8YF	MHDBP000065	MHDBP000065	1137186610
WdQfuqm	MHDBP000022	MHDBP000022	1999220793
4F8adFS	MHDBP000022	MHDBP000022	8502045
gkuhckg	MHDBP000022	MHDBP000022	607716702
r3WQI7x	MHDBP000022	MHDBP000022	3118561307
7Z1Ocws	MHDBP000022	MHDBP000022	2231431386
ygQqM09	MHDBP000022	MHDBP000022	2580903354
5x05pLS	MHDBP000022	MHDBP000022	194742875
YBBVVfD	MHDBP000003	MHDBP000022	4202013838
uBccj2w	MHDBP000022	MHDBP000077	873073911
cViLakm	MHDBP000003	MHDBP000003	1972623129
X4GKORw	MHDBP000022	MHDBP000022	2755764292
YP5cvWq	MHDBP000004	MHDBP000004	2793824956
YmxIy3Q	MHDBP000022	MHDBP000022	3809486171
JiFG2l8	MHDBP000022	MHDBP000022	3191511072
BdzkiPx	MHDBP000022	MHDBP000022	856705746
MEhla05	MHDBP000022	MHDBP000022	877222033
yyIWiGM	MHDBP000022	MHDBP000022	1976083512
xhXUPJG	MHDBP000022	MHDBP000022	413729854
AA6yfkm	MHDBP000022	MHDBP000022	4128160905
rBHWwku	MHDBP000022	MHDBP000022	1083720883
skFgfoT	MHDBP000065	MHDBP000030	3238489323
nLWWXpx	MHDBP000004	MHDBP000004	1269932826
IflV2hV	MHDBP000022	MHDBP000022	3218030455
Z4T323h	MHDBP000004	MHDBP000004	4087132698
Spet7B7	MHDBP000022	MHDBP000003	3475015733
wi4kl8e	MHDBP000022	MHDBP000022	3303564337
C05uCKC	MHDBP000042	MHDBP000042	44951213
tD6CH3T	MHDBP000022	MHDBP000022	2891034471
t2FiCty	MHDBP000022	MHDBP000022	3916629333
oTmwepL	MHDBP000053	MHDBP000053	2816216885
i9tw7A8	MHDBP000003	MHDBP000003	4141788588
jIQUfws	MHDBP000022	MHDBP000022	2435761416
5OeG5go	MHDBP000003	MHDBP000003	1579073686
MmwsIeS	MHDBP000005	MHDBP000022	3095084965
OU2lRxP	MHDBP000022	MHDBP000022	3168629465
SxZlVIe	MHDBP000042	MHDBP000042	1842966920
OteWYcy	MHDBP000022	MHDBP000022	4073406090
i6eSDDU	MHDBP000022	MHDBP000075	4263537676
H7av6qp	MHDBP000022	MHDBP000022	3438930679
CwNvMc6	MHDBP000022	MHDBP000022	3474838704
V9Bk5ha	MHDBP000030	MHDBP000030	2869169795
RaMcAKR	MHDBP000022	MHDBP000022	2633792977
hrbqZvT	MHDBP000022	MHDBP000022	1504063070
IVVGvFZ	MHDBP000022	MHDBP000022	2695182779
XIMDqbn	MHDBP000022	MHDBP000022	2944875776
hQtj2oN	MHDBP000022	MHDBP000022	4107117427
xERMswq	MHDBP000022	MHDBP000004	264165712
y3h5GpQ	MHDBP000022	MHDBP000022	1747087634
dpNOx9H	MHDBP000022	MHDBP000022	3308664243
0ebLJkt	MHDBP000022	MHDBP000022	1687394338
emhyMoj	MHDBP000065	MHDBP000065	652397525
TaJ8jxG	MHDBP000022	MHDBP000022	1750261443
fZ6KJYE	MHDBP000022	MHDBP000022	3737742970
n0YhXIG	MHDBP000022	MHDBP000022	64413466
uhvkxUc	MHDBP000022	MHDBP000022	3734788605
aIxcO2X	MHDBP000022	MHDBP000022	1541431034
2fkdsIP	MHDBP000083	MHDBP000083	127414029
ZjisWmS	MHDBP000022	MHDBP000022	2575424672
5weZvbF	MHDBP000053	MHDBP000053	1903847116
YlH7SOz	MHDBP000022	MHDBP000065	579460743
ilBy7tb	MHDBP000022	MHDBP000022	3555408913
CluQJpJ	MHDBP000053	MHDBP000053	4184611507
qJ1s9Md	MHDBP000022	MHDBP000022	950456156
1i9mTyq	MHDBP000022	MHDBP000022	4249717609
OItjvQ6	MHDBP000022	MHDBP000023	3804519784
Nsw3Oaf	MHDBP000022	MHDBP000022	3586008212
M8b2Bc6	MHDBP000077	MHDBP000077	1676333234
ZQ0x1Y1	MHDBP000022	MHDBP000022	3292116791
FCnNs7h	MHDBP000022	MHDBP000022	3136323089
6L14jgx	MHDBP000022	MHDBP000022	2666605580
ASi30Rl	MHDBP000022	MHDBP000022	629514408
xFpNjbG	MHDBP000022	MHDBP000022	269932831
rJtI8hZ	MHDBP000022	MHDBP000022	4057244253
z1QNgUn	MHDBP000004	MHDBP000004	926232851
GdTqvkB	MHDBP000083	MHDBP000083	3744531157
BBDqsNo	MHDBP000030	MHDBP000030	1897637411
THPoQnf	MHDBP000022	MHDBP000022	2134969692
wyVrAF4	MHDBP000022	MHDBP000022	3930133190
St0w9uv	MHDBP000022	MHDBP000022	2111238583
pDihm6U	MHDBP000004	MHDBP000004	994808772
7Kp2N2E	MHDBP000042	MHDBP000042	2236219613
qhmgw10	MHDBP000053	MHDBP000053	2364054664
walLe8t	MHDBP000004	MHDBP000004	2678872231
ola1ync	MHDBP000022	MHDBP000022	108667617
6j0RYHz	MHDBP000022	MHDBP000022	3808749440
cwUjOFP	MHDBP000022	MHDBP000022	725279682
oXTPZds	MHDBP000022	MHDBP000022	136961505
nAE9oGR	MHDBP000004	MHDBP000004	3581792491
OIVNZbX	MHDBP000022	MHDBP000022	1843868765
4Yw7V0Q	MHDBP000022	MHDBP000022	3034132451
ZsfjJ6P	MHDBP000053	MHDBP000053	2260731476
FbdWcAW	MHDBP000065	MHDBP000065	3250693029
yXgB9VO	MHDBP000022	MHDBP000022	3595208117
rTf82hK	MHDBP000022	MHDBP000022	2623608208
GkFmavp	MHDBP000022	MHDBP000022	1947651527
rV41Gdv	MHDBP000004	MHDBP000004	2295962383
zNK67zQ	MHDBP000022	MHDBP000022	4138758519
yQVTq0l	MHDBP000022	MHDBP000022	2101652382
qZCCSyx	MHDBP000022	MHDBP000022	3841323018
azlUSQy	MHDBP000022	MHDBP000022	3094663096
rxaAi6n	MHDBP000022	MHDBP000022	2543354308
TsStoPY	MHDBP000022	MHDBP000022	340539566
x66PEbl	MHDBP000003	MHDBP000003	2842402476
mAKfIh3	MHDBP000042	MHDBP000042	3221579303
rd8v6yv	MHDBP000004	MHDBP000004	3794887442
Hd6LuaN	MHDBP000022	MHDBP000022	3496373567
rrxkr4c	MHDBP000083	MHDBP000083	2922855980
Vv1DWwD	MHDBP000022	MHDBP000022	3058673311
R0lUgtQ	MHDBP000022	MHDBP000022	419481022
wacYHhZ	MHDBP000022	MHDBP000022	2477328114
oZMUaYR	MHDBP000083	MHDBP000083	3256170528
EdCrl3Z	MHDBP000022	MHDBP000022	323507733
vNKJevx	MHDBP000022	MHDBP000022	2571537773
Wdgvz6K	MHDBP000004	MHDBP000004	14665457
EGkIb7x	MHDBP000022	MHDBP000022	2486186145
rGfACaY	MHDBP000077	MHDBP000077	1508685065
p6wOUtS	MHDBP000043	MHDBP000043	1780739570
uNUTAdS	MHDBP000022	MHDBP000022	3324820745
d7d7tJ1	MHDBP000053	MHDBP000003	1961425661
gytrp4o	MHDBP000030	MHDBP000030	2583619367
uCdyxUP	MHDBP000022	MHDBP000022	2588883466
dYXNuYJ	MHDBP000031	MHDBP000031	2995390633
HoLevPN	MHDBP000065	MHDBP000065	3399953968
wYBFrdb	MHDBP000022	MHDBP000022	3628830444
sh16zAW	MHDBP000003	MHDBP000003	2622885197
oxZeiuT	MHDBP000022	MHDBP000022	1297859959
DQwya7a	MHDBP000022	MHDBP000022	310173145
h9c6SiG	MHDBP000022	MHDBP000022	1376913037
MSi8TUQ	MHDBP000022	MHDBP000022	4247394183
euiT39J	MHDBP000031	MHDBP000083	3734263630
wQGCRSO	MHDBP000022	MHDBP000022	3717466198
D5zla9E	MHDBP000022	MHDBP000022	2944774141
3wKdrbW	MHDBP000003	MHDBP000003	80964155
KAlLMZz	MHDBP000022	MHDBP000022	2926397384
5eZ11gX	MHDBP000031	MHDBP000031	1378108640
mqRKM3S	MHDBP000005	MHDBP000005	787974255
uoWvofR	MHDBP000032	MHDBP000032	3737843455
Fmet5Jp	MHDBP000022	MHDBP000022	1564157937
PBotOTU	MHDBP000022	MHDBP000022	534874677
qFP7ufS	MHDBP000003	MHDBP000003	545729648
nX5lhtO	MHDBP000022	MHDBP000022	1615018142
gxKBbiN	MHDBP000022	MHDBP000022	3905422102
WFl7Kdf	MHDBP000022	MHDBP000075	694342746
CzpdlNE	MHDBP000022	MHDBP000065	903973498
ncZJqBU	MHDBP000022	MHDBP000022	3176479034
vyeZ9Rf	MHDBP000022	MHDBP000022	2511534669
4FSE5OH	MHDBP000003	MHDBP000003	3956814584
3ZZDV54	MHDBP000022	MHDBP000022	2594239230
JkpWF3X	MHDBP000022	MHDBP000022	1351509877
Db3Ruac	MHDBP000022	MHDBP000022	23459622
7bJks55	MHDBP000022	MHDBP000022	4221435709
kFtHSvf	MHDBP000042	MHDBP000042	3510787426
zm8vEVk	MHDBP000003	MHDBP000003	3408896306
DEfrEIk	MHDBP000022	MHDBP000022	1736327005
3UPFHbs	MHDBP000022	MHDBP000022	269352484
miNM1ZV	MHDBP000003	MHDBP000003	3084900700
G5otxv8	MHDBP000022	MHDBP000022	3044141658
hj50rPS	MHDBP000022	MHDBP000022	3636177282
xDdCaup	MHDBP000022	MHDBP000022	1569430252
asr3wk9	MHDBP000022	MHDBP000022	2504918629
rX7VVeI	MHDBP000003	MHDBP000003	121720573
VDIIMxm	MHDBP000022	MHDBP000022	1559415823
NUsZpc7	MHDBP000022	MHDBP000022	3880241142
Vc1lYQv	MHDBP000003	MHDBP000003	3815689806
1hz4OWc	MHDBP000004	MHDBP000004	443148544
ODuvibJ	MHDBP000022	MHDBP000022	2274551504
QsGxmhG	MHDBP000042	MHDBP000042	3770709926
3hzPArq	MHDBP000022	MHDBP000022	927679265
PG3FhYJ	MHDBP000023	MHDBP000023	2597837282
AtRzZHW	MHDBP000011	MHDBP000011	747654945
IeQIus4	MHDBP000022	MHDBP000023	1252563676
i0iWNav	MHDBP000004	MHDBP000004	1952003403
NViu41C	MHDBP000077	MHDBP000077	99574677
u2Rbq1Q	MHDBP000022	MHDBP000022	1139758532
agPoNTR	MHDBP000022	MHDBP000022	3099033500
QkXug32	MHDBP000022	MHDBP000022	2136733571
8BoMFV1	MHDBP000031	MHDBP000031	4178553607
Kh6b1W1	MHDBP000043	MHDBP000043	553335453
TUEFJ3q	MHDBP000022	MHDBP000004	1306412721
LYSttKh	MHDBP000083	MHDBP000083	2893195706
AzLjNUs	MHDBP000022	MHDBP000022	1756963421
lJmejv4	MHDBP000005	MHDBP000005	2942325581
4RpzTl0	MHDBP000004	MHDBP000004	3753763323
lfuimvt	MHDBP000011	MHDBP000011	2653339706
8QGzGwh	MHDBP000022	MHDBP000022	74918445
BN9zUwG	MHDBP000022	MHDBP000022	633695679
gD5EPka	MHDBP000022	MHDBP000022	150804157
32mR5nc	MHDBP000022	MHDBP000022	452392677
JbFt1W3	MHDBP000004	MHDBP000004	673384410
fZvCoLU	MHDBP000077	MHDBP000077	3314903349
VbNe8l2	MHDBP000022	MHDBP000022	888525394
SMRqlhH	MHDBP000022	MHDBP000022	1246246072
FctK3U1	MHDBP000022	MHDBP000022	1605513522
UywwfzL	MHDBP000004	MHDBP000004	3704721251
fzp23aD	MHDBP000022	MHDBP000022	1945990040
dMNASAL	MHDBP000023	MHDBP000022	1318767123
G5bYvD1	MHDBP000022	MHDBP000022	4161837528
Y4fAKr1	MHDBP000022	MHDBP000004	808354633
k3161rQ	MHDBP000083	MHDBP000083	1965181443
8qdms5U	MHDBP000022	MHDBP000022	1645845501
mliSGMX	MHDBP000042	MHDBP000042	1949852846
UkXv0DH	MHDBP000022	MHDBP000022	4132781695
0iCxEo0	MHDBP000022	MHDBP000022	3074408447
HZ2vjNP	MHDBP000083	MHDBP000083	2508738079
